rev_id	comment	is_toxic	split
wikipedia_random7544152_Bonnie Hammer_35	"There are unmarrieds, marrieds, not-yet-marrieds, employed or employable, a little younger and a little hipper, and that’s their sweet spot.” She also made a controversial decision to have ""male"" channel, Esquire, take over the Style Network instead of ""gamer network"", G4, to further the individual style of NBCUniversal's networks and create content that overlaps style content while also reaching male audiences While at USA Network, Hammer spearheaded the “Erase the Hate” pro-social campaign, which earned a National Emmy Governor’s Award."	False	test
wikipedia_random1430160_Beating Retreat_27	The Bands of the Rifles and the Brigade of Gurkhas, together with the buglers from the former and the Light Division Buglers Association, mounted on 31 May and 1 June 2016 the first ever Sounding Retreat on Horse Guards Parade since 1993 and the creation of the Band of the Rifles (formerly Light Division) on the basis of the battalion bands of both The Light Infantry and the Royal Green Jackets, themselves descendants of the precessesor light infantry and rifle regimental bands of the British Army before the 1968 creation of the LD.	False	train
wikipedia_random31920443_Barbados Cricket Buckle_26	This was echoed by Seecharan who notes that in Barbados, cricket was played in clearings in cane fields and slaves were tasked with retrieving the ball and throwing it back into play and points out that “there are accounts of planters too encouraging slaves to play cricket.”  This encounter of slaves with cricket is supported by former Jamaican Prime Minister Michael Manley in his extensive History of West Indies Cricket, writing that: “the young sons of the slaves were required to bowl at the young sons of the slave owners or to the army officers” adding “of course the sons of the slaves practised batting in their spare time.” .	False	train
wikipedia_random46312394_European Cultural Centre of Delphi_41	"Some of the Fine Arts exhibitions are: “Takis-Chryssa”, “Giannis Kounelis and the Theatre”, “Apollo’s heritage” (group exhibition), “Columns and Pillars” (group exhibition), ‘Peace”- installation by Costas Tsoklis, Alekos Fasianos ”Anthropocentric Painting 1960–1998”, “Horses and Armour” by Alexandra Athanassiadi, “Bella Raftopoulou” (retrospective), “the Battle of Marathon through the work of eight Greek artists”, “Worship and shrines after the Fall of Constantinople through the Collections of the Benaki Museum"", ""C.P.Cavafy: This Little Pencil Portrait "" etc."	False	dev
wikipedia_random40728961_Donovan Boucher_0	Donovan Boucher (born August 8, 1961) is a Jamaican/Canadian professional welter/light middle/middle/super middleweight boxer of the 1980s, '90s and 2000s who won the Canada welterweight title, and Commonwealth welterweight title, and was a challenger for World Boxing Association (WBA) Inter-Continental welterweight title against Glenwood Brown, World Boxing Association (WBA) World welterweight title against Crisanto España, and Canada light middleweight title against Gareth Sutherland, his professional fighting weight varied from 144 lb (65 kg; 10 st 4 lb), i.e.	False	dev
wikipedia_random1501312_Guarantee_102	"""[E]very person who being surety for the debt or duty of another, or being liable with another for any debt or duty, shall pay such debt or perform such duty, shall be entitled to have assigned to him, or to a trustee for him, every judgment, specialty, or other security, which shall be held by the creditor in respect of such debt or duty, whether such judgment, specialty, or other security shall or shall not be deemed at law to have been satisfied by the payment of the debt or performance of the duty, and such person shall be entitled to stand in the place of the creditor, and to use all the remedies, and, if need be, and upon a proper indemnity, to use the name of the creditor, in any action or other proceeding at law or in equity, in order to obtain from the principal debtor, or any co-surety, co-contractor, or co-debtor, as the case may be, indemnification for the advances made and loss sustained by the person who shall have so paid such debt or performed such duty; and such payment or performance so made by such surety shall not be pleadable in bar of any such action or other proceeding by him, provided always that no co-surety, co-contractor, or co-debtor shall be entitled to recover from any other co-surety, co-contractor, or co-debtor, by the means aforesaid, more than the just proportion to which, as between those parties themselves, such last-mentioned person shall be justly liable""."	False	dev
wikipedia_random47261870_National Weather Service Kansas City/Pleasant Hill, Missouri_32	The office complex became known as the National Severe Storms Forecast Center (NSSFC), incorporating the observations and SELS units and ten additional units – RADU (which provided analysis of hourly radar reports), Comms (which managed the Weather Bureau's teletype circuits), a District Forecast unit (responsible for oversight of the regional forecast offices in Missouri, Kansas, Iowa and Nebraska), a Flight Advisory unit (which provided aviation forecasts for the Midwestern United States), a WSR-57 radar unit, regional and national public service units, and units for satellite forecasts, atmospheric charting, forecasting computers, and Techniques and Development.	False	train
wikipedia_random15040962_Gmina Dąbrowa Białostocka_3	Apart from the town of Dąbrowa Białostocka, Gmina Dąbrowa Białostocka contains the villages and settlements of Bagny, Bity Kamień, Brzozowo, Brzozowo-Kolonia, Brzozowy Borek, Czarnorzeczka, Grabowo, Grodziszczany, Grzebienie, Hamulka, Harasimowicze, Harasimowicze-Kolonia, Jaczno, Jałówka, Kaszuba, Kirejewszczyzna, Kropiwno, Krugło, Kuderewszczyzna, Lewki, Łozowo, Łozowo-Kolonia, Małowista, Małyszówka-Kolonia, Miedzianowo, Mościcha, Nierośno, Nowa Kamienna, Nowa Wieś, Nowinka, Olsza, Osmołowszczyzna, Ostrowie-Kolonia, Ostrowo, Pięciowłóki, Podbagny, Prohalino, Reszkowce, Różanystok, Sadek, Sadowo, Sławno, Stara Kamienna, Stara Kamienna-Kolonia, Stock, Suchodolina, Szuszalewo, Trzyrzeczki, Wesołowo, Wiązówka, Wroczyńszczyzna, Zujkowszczyzna, Zwierzyniec Mały and Zwierzyniec Wielki.	False	dev
wikipedia_random44044790_Louisiana Tech University College of Education_16	By actions of the State Board of Education on December 17, 1957, January 31, 1958, April 3, 1958, April 18, 1961, July 29, 1968, and February 19, 1974, authorization was given to grant the Master of Arts degree in Art Education, Elementary Education, English Education, Industrial/Organizational Psychology, Music Education, Social Studies Education, Special Education, and Vocational Guidance, and the Master of Science degree in Biology Education, Business Education, Chemistry Education, Mathematics Education, Physics Education, and Health and Physical Education.	False	train
wikipedia_random22074659_Manifest Destiny (opera)_43	"The Daily Telegraph's David Gritten described the opera as ""rigorous and high minded, with a story in the environs of Greek tragedy"" and praised Burstein’s ambition and the music (which the reviewer found ""mournful"" and ""affecting""), but attacked Edwards’ libretto as ""stilted"" and the political content as ""banal and fatally one-sided,"" In a combined feature/review of political works at the 2005 Fringe, the Sunday Herald's Iain McWhirter hailed Manifest Destiny as a ""scintillating if flawed opera - with a witty and surprisingly melodic neo-classical score"" but argued that ""the politics are sometimes risible (and) the ultimate message, that love can triumph over religion and bring Jew and Muslim together, is unconvincing."	False	test
wikipedia_random4179612_The Whisperer in Darkness_101	"In the short story ""Through the Gates of the Silver Key"" (1934), a collaboration between Lovecraft and E. Hoffman Price, Yian-Ho is a ""dreadful and forbidden city"" on the Plateau of Leng, but it also may refer to the fictional city of Yian, in the ""weird"" short story ""The Maker of Moons"", published in 1896 in the collection of the same name, by one of Lovecraft's most favourite authors, Robert W. Chambers In addition to being a textbook example of Lovecraft's characteristically non-occult brand of horror, in an age when the genre consisted almost entirely of ghosts, vampires, goblins, and similar traditional tales, ""Whisperer"" is one of the earliest literary appearances of the now-cliché concept of an isolated brain (although the alien brain case is not transparent as with later cinematic examples of this trope)."	False	train
wikipedia_random19787004_Svetlana Smolina_21	Highlights of 2016-2017 include performances and recordings at the inauguration year/ opening of Tippet Rise Festival in Montana together with Christopher O’ Riley with released CD on Pentatone Oxingale Records in July 2017, duo recitals with Vadim Repin at Cartagena Music Festival in Teatro Colon, Bogota for “2017 Columbia- France Year”, in Bangalore, Mumbai India for XXV Lakshminarayana Global Music Festival, at Teatro Lirico di Cagliari in Sardinia, Italy; Carnegie Hall recital with Lee-Chin Siow, Sentosa World Theater in Singapore concert for International Women Day/Chinese Chamber of Commerce, tour with South Florida Symphony / Maestra Sebrina Alfonso in Florida, a winning showcase performance at Art Northwest Booking Conference in October 2017 in Tacoma, WA and a recital in Buenos Aires, Argentina at “The Best Pianists of the 21st Century “ series”.	False	train
