rev_id	comment	is_toxic	split
wikipedia609068_Eve Kosofsky Sedgwick_8	"Sedgwick drew on the work of literary critic Christopher Craft to argue that both puns and rhymes might be re-imagined as ""homoerotic because homophonic""; citing literary critic Jonathan Dollimore, Sedgwick suggests that grammatical inversion might have an equally intimate relation to sexual inversion; she suggested that readers may want to ""sensitise"" themselves to ""potentially queer"" rhythms of certain grammatical, syntactical, rhetorical, and generic sentence structures; scenes of childhood spanking were eroticised, and associated with two-beat lines and lyric as a genre; enjambment (continuing a thought from one line, couplet, or stanza to the next without a syntactical break) had potentially queer erotic implications; finally, while thirteen-line poems allude to the sonnet form, by rejecting the final rhyming couplet it was possible to ""resist the heterosexual couple as a paradigm"", suggesting instead the potential masturbatory pleasures of solitude."	False	train
wikipedia17846_Lesbian_91	Ayuquelén worked with the International Lesbian Information Service, the International Lesbian, Gay, Bisexual, Trans and Intersex Association, and the Chilean gay rights group Movimiento de Integración y Liberación Homosexual (Movement to Integrate and Liberate Homosexuals) to remove the sodomy law still in force in Chile.	False	train
wikipedia292208_Homosexuality and the Anglican Communion_6	"A resolution was passed stating that ""homosexual acts"" are ""incompatible with Scripture"" by a vote of 526–70; however, it also contained a statement which ""calls on all our people to minister pastorally and sensitively to all irrespective of sexual orientation and to condemn irrational fear of homosexuals, violence within marriage and any trivialisation and commercialisation of sex,"" and noted importantly: ""We commit ourselves to listen to the experience of homosexual persons and we wish to assure them that they are loved by God and that all baptised, believing and faithful persons, regardless of sexual orientation, are full members of the Body of Christ."""	False	train
wikipedia22680045_A Supermarket in California_1	"Fone states that sexuality, specifically homosexuality, plays a key role in the poem's presentation of reality: ""Not since Whitman had an American homosexual poet dared to intimate, let alone announce, that joy not pain was the result of homosexual rape and to suggest that sex not philosophy might be the most powerful weapon against oppression."""	False	test
wikipedia37939184_Herb Donaldson (lawyer)_0	Herb Donaldson (February 12, 1927 – December 5, 2008) was an openly gay San Francisco lawyer and judge who gained national attention for his efforts to legally block San Francisco police from harassing attendees of a fund-raising ball for the Council on Religion and the Homosexual, an early homophile organization, on January 1, 1965.	False	train
wikipedia17611450_Gone with the Wind in the Vatican_0	"Gone with the Wind in the Vatican (Italian: Via col Vento in Vaticano) is a controversial book that was published in 1999, about nepotism, homosexual scandals, corruption, and ""clientism"" within Vatican City, written under the pseudonym I Millenari (""The Millenarians""), a possible anagram of ""Marinelli""."	False	test
wikipedia25336691_Australian Lesbian and Gay Archives_7	Amongst the over 40,000 photographic items, notable special collections include those of Tommy McDermott and Robert Albert (Lottie) Lott and Brian Cooke documenting camp life in Melbourne from the 1940s to the 1960s; photographer collections including those by John Storey, C. Moore Hardy, Cayte Latta, William Yang and Terrence (Terry) Bell, and John Jenner documenting LGBT life in Sydney from the 1970s-2000s; Eddy Hackenberg, Sydney-based artist and documentary photographer; Bob Buckley, S/M writer, documenting S/M and leather culture in Australia and around the world; David Johnstone, documenting Mandala gay commune and the early Radical Faeries in Australia; Ulo Klemmer, documenting saunas and beats in Sydney; organisational photographic collections, such as those of Midsumma and ALSO Foundation; and photographic collections from LGBT newspapers, including Campaign, Brother Sister, B-News (Bill Calder), Melbourne Star Observer, City Rhythm (Jay Watchorn and Leigh Klooger), and Klick (Ivan Polson), and Evolution Publishing (Melbourne Office).	False	train
wikipedia51148930_Erling Pettersen_0	The Norwegian Minister of Culture and Church Affairs, Trond Giske, said that Pettersen's support for the ordination of homosexual priests living in same-sex relationships was not the deciding factor even though Pettersen was the only person nominated for Bishop that supported this.	False	test
wikipedia10979337_Live! (2007 film)_0	The documentary filmmaker becomes involved in the making of the show by creating biographical segments about the contestants, who are Byron (Rob Brown), a young, struggling writer; Brad (Eric Lively), extreme sports star; Rick (Jeffrey Dean Morgan), a man who had to spend much on medical bills for his young son and is now trying to save his family's farm; Jewel (Katie Cassidy), an aspiring actress; Abalone (Monet Mazur), a former super model turned performance artist; and Pablo (Jay Hernandez), a young gay Mexican immigrant determined to help his family.	False	train
wikipedia24733326_Dennis Grimaldi_1	Other productions on Broadway and Off-Broadway included the 2011 Broadway revival of the Stephen Schwartz musical Godspell; Leslie Jordon's My Trip Down The Pink Carpet; also Angels in America (Ron Liebman, Marcia Gay Harden, Jeffrey Wright); Other People's Money (Mercedes Ruehl, Outer Critic Award); the Olivier Award-winning Rise and Fall of Little Voice (Rondi Reed); Girl's Room (with Carol Lawrence and Donna McKechnie); Sally Marr (with Joan Rivers, Tony nomination); Grace & Glorie (with Lucie Arnaz and Estelle Parsons); Tom Stoppard's Artist Descending a Staircase (Harold Gould, John McMartin); The High Rollers (Tony nomination for Vivian Reed), The Boys in the Band revival (with Michael Siebert an Obie Award); Any Given Day (with Sada Thompson) and Party, London's Evening Standard Award-winning Burning Blue (Chad Lowe).	False	train
wikipedia4308314_Robyn Ochs_1	While there, she co-founded and co-chaired the LGBT Faculty and Staff Group, co-founded and facilitated the LBTQ Lunches, a monthly lunch series for lesbian, bi, queer and trans women faculty and staff, and served as the faculty advisor for QSA, Harvard’s undergraduate student LGBTQ organization.	False	train
wikipedia36724994_Mark Regnerus_2	Major academic organizations including the American Sociological Association, American Academy of Pediatrics and American Medical Association dispute the validity of Regnerus' data and conclusions reached thereof, arguing that unlike previous studies, the statistically tiny number of same sex couples in a study whose sample group largely consisted of failed heterosexual marriages where one of the parents was allegedly homosexual, make it impossible to extrapolate any information about same sex parenting.	False	dev
